year,verslagnaam,voornaam,match_achternaam,fractie,functie,words,turns,days
2016,Wiebes,Eric,Wiebes,,minister van Economische Zaken en Klimaat,204742,1092,36
2016,Asscher,Lodewijk,Asscher,PvdA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",192536,823,43
2016,Schippers,Edith,Schippers,,"minister van Volksgezondheid, Welzijn en Sport",186658,850,27
2016,Van Dam,Martijn,Dam,PvdA,staatssecretaris van Economische Zaken,186093,883,25
2016,Dijsselbloem,Jeroen,Dijsselbloem,PvdA,minister van Financiën,178819,736,28
2016,Arib,Khadija,Arib,PvdA,lid Tweede Kamer,176506,8098,111
2016,Dekker,Sander,Dekker,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",166757,760,31
2016,Schultz van Haegen-Maas Geesteranus,Melanie,Schultz,,minister van Infrastructuur en Milieu,162444,645,24
2016,Blok,Stef,Blok,,minister van Buitenlandse Zaken,162007,771,33
2016,Koenders,Bert,Koenders,,minister van Buitenlandse Zaken,159795,521,23
2016,Grashoff,Rik,Grashoff,GroenLinks,lid Tweede Kamer,154143,1103,84
2016,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,148764,1101,78
2016,Dijksma,Sharon,Dijksma,PvdA,staatssecretaris van Economische Zaken,145409,771,30
2016,Dijkhoff,Klaas,Dijkhoff,VVD,staatssecretaris van Veiligheid en Justitie,144051,696,32
2016,Verhoeven,Kees,Verhoeven,D66,lid Tweede Kamer,135647,916,60
2016,Van Veldhoven,Stientje,Veldhoven,D66,lid Tweede Kamer,134402,1517,83
2016,Van Tongeren,Liesbeth,Tongeren,GroenLinks,lid Tweede Kamer,130924,1147,75
2016,Plasterk,Ronald,Plasterk,,minister van Binnenlandse Zaken en Koninkrijksrelaties,124867,658,31
2016,Van Toorenburg,Madeleine,Toorenburg,CDA,lid Tweede Kamer,121983,991,68
2016,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,120134,858,65
2016,Voortman,Linda,Voortman,GroenLinks,lid Tweede Kamer,119634,1099,87
2016,Leijten,Renske,Leijten,SP,lid Tweede Kamer,118993,1017,59
2016,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",114324,791,68
2016,Bisschop,Roelof,Bisschop,SGP,lid Tweede Kamer,105838,1347,74
2016,Hennis-Plasschaert,Jeanine,Hennis,,minister van Defensie,104254,440,18
2016,Dik-Faber,Carla,Dik,ChristenUnie,lid Tweede Kamer,100806,858,92
2016,Van Meenen,Paul,Meenen,D66,lid Tweede Kamer,97430,926,61
2016,Elias,Ton,Elias,VVD,lid Tweede Kamer,89374,3692,67
2016,Smaling,Eric,Smaling,SP,lid Tweede Kamer,86484,696,74
2016,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,82371,851,71
2016,Van der Staaij,Kees,Staaij,SGP,lid Tweede Kamer,82212,541,68
2016,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,81225,648,68
2016,van Dijk,Jasper,Dijk,SP,lid Tweede Kamer,80968,823,60
2016,Pechtold,Alexander,Pechtold,D66,lid Tweede Kamer,80496,613,27
2016,Bashir,Farshad,Bashir,SP,lid Tweede Kamer,78865,670,65
2016,Van Gerven,Henk,Gerven,SP,lid Tweede Kamer,78229,769,54
2016,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,78114,487,48
2016,Ploumen,Lilianne,Ploumen,PvdA,lid Tweede Kamer,77854,426,26
2016,Bergkamp,Vera,Bergkamp,D66,lid Tweede Kamer,74734,692,54
2016,Recourt,Jeroen,Recourt,PvdA,lid Tweede Kamer,73672,814,53
2016,Klijnsma,Jellejetta,Klijnsma,,staatssecretaris van Sociale Zaken en Werkgelegenheid,73512,503,26
2016,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,73328,631,51
2016,Segers,Gert-Jan,Segers,ChristenUnie,lid Tweede Kamer,69570,537,49
2016,Sjoerdsma,Sjoerd,Sjoerdsma,D66,lid Tweede Kamer,67602,588,56
2016,Ten Broeke,Han,Broeke,VVD,lid Tweede Kamer,66638,561,43
2016,Voordewind,Joel,Voordewind,ChristenUnie,lid Tweede Kamer,66195,617,66
2016,Dijkgraaf,Elbert,Dijkgraaf,SGP,lid Tweede Kamer,65903,613,72
2016,Gesthuizen,Sharon,Gesthuizen,SP,lid Tweede Kamer,63490,479,56
2016,Knops,Raymond,Knops,CDA,lid Tweede Kamer,63324,679,49
2016,Heerma,Pieter,Heerma,CDA,lid Tweede Kamer,63250,363,53
2016,Graus,Dion,Graus,PVV,lid Tweede Kamer,62946,630,48
2016,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,62253,494,48
2016,Kuzu,Tunahan,Kuzu,DENK,lid Tweede Kamer,62109,570,71
2016,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,59964,371,51
2016,Rog,Michel,Rog,CDA,lid Tweede Kamer,57472,465,50
2016,Van Helvert,Martijn,Helvert,CDA,lid Tweede Kamer,57392,384,42
2016,Merkies,Arnold,Merkies,SP,Lid Tweede Kamer,56805,433,37
2016,Van Haersma Buma,Sybrand,Haersma,CDA,lid Tweede Kamer,55136,448,19
2016,Bosman,André,Bosman,VVD,lid Tweede Kamer,54332,425,48
2016,Van Raak,Ronald,Raak,SP,lid Tweede Kamer,53267,602,52
2016,Karabulut,Sadet,Karabulut,SP,lid Tweede Kamer,52559,550,44
2016,Van Vliet,Roland,Vliet,Van Vliet,lid Tweede Kamer,51985,433,59
2016,Vos,Jan,Vos,PvdA,lid Tweede Kamer,51845,489,43
2016,Swinkels,Judith,Swinkels,D66,Tweede Kamerlid,51817,435,43
2016,Lodders,Helma,Lodders,VVD,lid Tweede Kamer,51560,693,51
2016,Bruins,Eppo,Bruins,ChristenUnie,lid Tweede Kamer,51123,358,52
2016,Zijlstra,Halbe,Zijlstra,VVD,lid Tweede Kamer,51120,365,12
2016,De Graaf,Machiel,Graaf,PVV,lid Tweede Kamer,50660,398,59
2016,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,49659,375,33
2016,Van Oosten,Foort,Oosten,VVD,lid Tweede Kamer,49615,413,49
2016,Krol,Henk,Krol,50PLUS,lid Tweede Kamer,47794,382,80
2016,Beertema,Harm,Beertema,PVV,lid Tweede Kamer,47329,371,48
2016,Helder,Lilian,Helder,PVV,lid Tweede Kamer,46790,241,48
2016,Ypma,Loes,Ypma,PvdA,lid Tweede Kamer,46747,555,46
2016,Thieme,Marianne,Thieme,PvdD,lid Tweede Kamer,46428,406,46
2016,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,46265,368,39
2016,Volp,Marith,Volp,PvdA,lid Tweede Kamer,46114,346,37
2016,Visser,Barbara,Visser,VVD,staatssecretaris van Defensie,45801,365,44
2016,de Vries,Aukje,Vries,VVD,lid Tweede Kamer,45161,295,46
2016,Duisenberg,Pieter,Duisenberg,VVD,lid Tweede Kamer,44875,530,28
2016,Öztürk,Selcuk,Öztürk,DENK,lid Tweede Kamer,44696,604,65
2016,Potters,Sjoerd,Potters,VVD,lid Tweede Kamer,44472,381,44
2016,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,43790,324,43
2016,Agema,Fleur,Agema,PVV,lid Tweede Kamer,43349,414,47
2016,de Vries,Albert,Vries,PvdA,lid Tweede Kamer,43169,347,36
2016,Geurts,Jaco,Geurts,CDA,lid Tweede Kamer,43054,472,58
2016,Belhaj,Salima,Belhaj,D66,lid Tweede Kamer,42971,329,41
2016,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,42900,292,17
2016,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,42514,356,47
2016,Van Bommel,Harry,Bommel,SP,lid Tweede Kamer,42312,321,32
2016,Nijboer,Henk,Nijboer,PvdA,lid Tweede Kamer,41792,236,30
2016,Koşer Kaya,Fatma,Koşer,D66,lid Tweede Kamer,41083,443,57
2016,Ronnes,Erik,Ronnes,CDA,lid Tweede Kamer,40091,282,48
2016,Taverne,Joost,Taverne,VVD,lid Tweede Kamer,39912,232,24
2016,Klein,Norbert,Klein,Klein,Lid Tweede Kamer,38710,330,43
2016,Wassenberg,Frank,Wassenberg,PvdD,lid Tweede Kamer,37660,316,43
2016,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,36905,631,29
2016,Roemer,Emile,Roemer,SP,lid Tweede Kamer,36540,278,15
2016,Mohandis,Mohammed,Mohandis,GroenLinks-PvdA,lid Tweede Kamer,36230,254,23
2016,Servaes,Michiel,Servaes,PvdA,lid Tweede Kamer,35970,221,34
2016,Ulenbelt,Paul,Ulenbelt,SP,Lid Tweede Kamer,35909,323,43
2016,Teeven,Fred,Teeven,VVD,staatssecretaris van Veiligheid en Justitie,35748,257,28
2016,Kerstens,John,Kerstens,PvdA,lid Tweede Kamer,35448,203,29
2016,Bontes,Louis,Bontes,Groep Bontes/Van Klaveren,lid Tweede Kamer,35362,390,56
2016,Kooiman,Nine,Kooiman,SP,lid Tweede Kamer,35352,277,36
2016,van Dijk,Otwin,Dijk,PvdA,Lid Tweede Kamer,35046,250,27
2016,Rutte,Arno,Rutte,VVD,lid Tweede Kamer,34944,230,29
2016,Tellegen,Ockje,Tellegen,VVD,lid Tweede Kamer,34869,281,32
2016,Groot,Ed,Groot,PvdA,lid Tweede Kamer,34716,299,32
2016,Van der Linde,Roald,Linde,VVD,lid Tweede Kamer,34483,374,34
2016,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,34456,261,15
2016,Van Laar,Roelof,Laar,PvdA,lid Tweede Kamer,34303,218,29
2016,Vermeij,Roos,Vermeij,PvdA,lid Tweede Kamer,34157,632,36
2016,Siderius,Tjitske,Siderius,SP,lid Tweede Kamer,33995,310,33
2016,Amhaouch,Mustafa,Amhaouch,CDA,lid Tweede Kamer,33891,263,40
2016,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,33573,226,17
2016,Monasch,Jacques,Monasch,PvdA,lid Tweede Kamer,32949,222,37
2016,Klever,Reinette,Klever,PVV,minister voor Buitenlandse Handel en Ontwikkelingshulp,30395,276,39
2016,Marcouch,Ahmed,Marcouch,PvdA,lid Tweede Kamer,30275,280,40
2016,Li Vos,Mei,Vos,PvdA,lid Tweede Kamer,29975,315,30
2016,Maij,Marit,Maij,PvdA,lid Tweede Kamer,29842,533,39
2016,Hoogland,Duco,Hoogland,PvdA,lid Tweede Kamer,28894,281,41
2016,Samsom,Diederik,Samsom,PvdA,lid Tweede Kamer,28821,163,8
2016,Eijsink,Angelien,Eijsink,PvdA,lid Tweede Kamer,28678,186,17
2016,Straus,Karin,Straus,VVD,lid Tweede Kamer,28296,213,34
2016,Yücel,Kerlik,Yücel,PvdA,lid Tweede Kamer,27515,204,27
2016,Wolbert,Agnes,Wolbert,PvdA,lid Tweede Kamer,27450,653,31
2016,Van der Burg,Brigitte,Burg,VVD,lid Tweede Kamer,26502,370,23
2016,Schut-Welkzijn,Anoushka,Schut,VVD,lid Tweede Kamer,25049,257,21
2016,Veldman,Hayke,Veldman,VVD,lid Tweede Kamer,24565,159,23
2016,Ziengs,Erik,Ziengs,VVD,lid Tweede Kamer,23264,182,22
2016,Van Wijngaarden,Jeroen,Wijngaarden,VVD,lid Tweede Kamer,23198,135,14
2016,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,22681,136,17
2016,Oosenbrug,Astrid,Oosenbrug,PvdA,lid Tweede Kamer,22114,158,23
2016,Houwers,Johan,Houwers,Houwers,lid Tweede Kamer,20543,153,36
2016,De Caluwé,Ingrid,Caluwé,VVD,lid Tweede Kamer,19367,282,19
2016,Heerema,Rudmer,Heerema,VVD,lid Tweede Kamer,18360,117,15
2016,De Lange,Leendert,Lange,VVD,lid Tweede Kamer,17049,133,20
2016,Vermue,Joyce,Vermue,PvdA,lid Tweede Kamer,17012,137,24
2016,Lucas,Anne-Wil,Lucas,VVD,lid Tweede Kamer,16617,136,12
2016,Neppérus,Helma,Neppérus,VVD,lid Tweede Kamer,16499,534,31
2016,Fokke,Manon,Fokke,PvdA,lid Tweede Kamer,16414,100,22
2016,Mulder,Anne,Mulder,VVD,lid Tweede Kamer,16191,155,18
2016,Leenders,Henk,Leenders,PvdA,lid Tweede Kamer,15240,152,27
2016,Van Veen,Michiel,Veen,VVD,lid Tweede Kamer,14917,121,24
2016,Dijkstra,Remco,Dijkstra,VVD,lid Tweede Kamer,14783,162,41
2016,Günal-Gezer,Sultan,Günal-Gezer,PvdA,lid Tweede Kamer,14155,67,9
2016,De Boer,Betty,Boer,VVD,lid Tweede Kamer,13979,121,20
2016,Bouwmeester,Lea,Bouwmeester,PvdA,Lid Tweede Kamer,13395,119,11
2016,Van Dekken,Tjeerd,Dekken,PvdA,lid Tweede Kamer,13118,328,26
2016,Fritsma,Sietse,Fritsma,PVV,lid Tweede Kamer,13049,163,34
2016,Van Klaveren,Joram,Klaveren,Groep Bontes/Van Klaveren,Lid Tweede Kamer,12917,146,32
2016,Vuijk,Ronald,Vuijk,VVD,Lid Tweede Kamer,11914,25,5
2016,Van 't Wout,Bas,Wout,VVD,Lid Tweede Kamer,11184,89,20
2016,Cegerek,Yasemin,Cegerek,PvdA,lid Tweede Kamer,9774,91,32
2016,Oosting,Marten,Oosting,,,8711,15,1
2016,Nijkerken-de Haan,Chantal,Nijkerken-de,VVD,lid Tweede Kamer,8413,71,9
2016,Van Miltenburg,Anouchka,Miltenburg,VVD,Lid Tweede Kamer,7995,71,14
2016,Kuiken,Attje,Kuiken,PvdA,lid Tweede Kamer,7983,88,22
2016,Van Ark,Tamara,Ark,VVD,staatssecretaris van Sociale Zaken en Werkgelegenheid,7704,41,8
2016,Bosma,Remco,Bosma,VVD,lid Tweede Kamer,7388,48,11
2016,Moors,Perjan,Moors,VVD,lid Tweede Kamer,6780,51,8
2016,Jacobi,Lutz,Jacobi,PvdA,lid Tweede Kamer,6537,126,13
2016,Jadnanansing,Tanja,Jadnanansing,PvdA,lid Tweede Kamer,6313,94,10
2016,Tanamal,Grace,Tanamal,PvdA,lid Tweede Kamer,5644,35,11
2016,Tonca,A.,Tonca,,x,5028,13,1
2016,Bikker,A.C.G.,Bikker,,bijzonder gedelegeerde,4783,38,3
2016,Herdé,G.R.,Herdé,,bijzonder gedelegeerde,4437,36,2
2016,Dikkers,Sjoera,Dikkers,PvdA,Lid Tweede Kamer,4360,78,12
2016,Brouwer,Harm,Brouwer,PvdA,lid Tweede Kamer,4321,18,7
2016,Köse,E.,Köse,,x,3478,42,1
2016,De Liefde,Bart,Liefde,VVD,Lid Tweede Kamer,3161,35,2
2016,Curtin,Deirdre,Curtin,,,3159,7,1
2016,Van der Ree,Daniël,Ree,VVD,lid Tweede Kamer,2891,9,3
2016,Crone,F.,Crone,,,2867,8,1
2016,Prinsen,E.,Prinsen,,,2778,10,1
2016,Gedik,M.,Gedik,,x,2776,32,1
2016,Hillebrandt,Maarten,Hillebrandt,,,2623,6,1
2016,Altuntas,Y.,Altuntas,,,2438,22,1
2016,Asante,Amma,Asante,PvdA,lid Tweede Kamer,2398,7,3
2016,Thijsen,J.E.,Thijsen,,bijzonder gedelegeerde,2397,13,2
2016,Gökçekuyu,E.,Gökçekuyu,,x,2192,15,1
2016,Amed,K.,Amed,,x,2075,33,1
2016,Spies,L.,Spies,,,1993,8,1
2016,Brandsma,Gijs-Jan,Brandsma,,,1952,6,1
2016,Ogut,U.,Ogut,,x,1947,16,1
2016,Geselschap,Jock,Geselschap,VVD,lid Tweede Kamer,1897,5,1
2016,Visser,Arno,Visser,,president van de Algemene Rekenkamer,1744,2,1
2016,Hakhverdian,M.,Hakhverdian,,x,1629,21,1
2016,De Jonge,H.,Jonge,,,1562,4,1
2016,Ter Avest,M.,Avest,,,1529,6,1
2016,Klompenhouwer,J-L.,Klompenhouwer,,,1477,8,1
2016,De Sousa-Croes,D.G.,De,,bijzonder gedelegeerde,1402,3,1
2016,Frederiks,B.,Frederiks,,,1363,5,1
2016,Ayranci,M.,Ayranci,,x,1322,8,1
2016,Çevik,Y.,Çevik,,x,1283,19,1
2016,Demirtaş,F.,Demirtaş,,x,1272,16,1
2016,Ruys,E.,Ruys,,,1260,4,1
2016,Dute,J.,Dute,,,1256,7,1
2016,Sulvaran,G.T.,Sulvaran,,bijzonder gedelegeerde,1241,2,1
2016,Hofstee,T.,Hofstee,,,1224,5,1
2016,Santegoeds,J`.,Santegoeds,,,1222,7,1
2016,Stavenuiter,B.,Stavenuiter,,,1198,6,1
2016,Van Marle,H.,Marle,,,1197,6,1
2016,Vader,C.,Vader,,,1161,5,1
2016,Karabulut,N.,Karabulut,,x,1139,7,1
2016,Meijer,M.M.,Meijer,,,1110,5,1
2016,Cerit,M.,Cerit,,x,1095,12,1
2016,Van Zutphen,,Van,,Nationale ombudsman,1082,2,1
2016,Van Buren,H.,Buren,,,1079,4,1
2016,Tamsma,H.,Tamsma,,,1078,10,1
2016,Backx,H.,Backx,,,1068,5,1
2016,Van Velzen,,Velzen,,,1049,1,1
2016,Widdershoven,T-P.,Widdershoven,,,995,3,1
2016,Ploem,M.,Ploem,,,985,6,1
2016,Van der Velde,Rien,Velde,PvdA,lid Tweede Kamer,837,3,3
2016,Boekhoudt,Alfonso,Boekhoudt,,gevolmachtigd minister van Aruba,801,4,1
2016,Van Houts,,Van,,woordvoerder burgerinitiatief Ons Geld,788,1,1
2016,De Weever,V.H.C.,De,,bijzonder gedelegeerde,775,4,2
2016,Ugurlu,E.,Ugurlu,,x,741,4,1
2016,Aalbersberg,P.J.,Aalbersberg,,,700,3,1
2016,Hofman,Tim,Hofman,,,656,1,1
2016,Sagsu,M.,Sagsu,,x,613,7,1
2016,Bluiminck,F.,Bluiminck,,,553,4,1
2016,Calkin,S.,Calkin,,x,538,6,1
2016,Kreemers,Bert,Kreemers,,,458,2,1
2016,Griffioen,M.,Griffioen,,,447,1,1
2016,Bruijs,A-M.,Bruijs,,,439,4,1
2016,Marlin-Romeo,L.M.,Marlin-Romeo,,bijzonder gedelegeerde,429,1,1
2016,Koser Kaya,Fatma,Koser,D66,lid Tweede Kamer,321,7,2
2016,Sulvaran,Glenn,Sulvaran,,bijzonder gedelegeerde,248,1,1
2016,Berckmoes-Duindam,Ybeltje,Berckmoes,VVD,lid Tweede Kamer,118,3,1
2015,Kamp,Henk,Kamp,,minister van Economische Zaken,301819,1100,23
2015,Rutte,Mark,Rutte,VVD,"minister-president, minister van Algemene Zaken",264999,1704,30
2015,Van der Steur,Ard,Steur,VVD,minister van Veiligheid en Justitie,245710,1025,36
2015,Van Miltenburg,Anouchka,Miltenburg,VVD,Lid Tweede Kamer,217861,7353,106
2015,Van Rijn,Martin,Rijn,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",208020,1020,34
2015,Dijsselbloem,Jeroen,Dijsselbloem,PvdA,minister van Financiën,190853,777,31
2015,Bussemaker,Jet,Bussemaker,,"minister van Onderwijs, Cultuur en Wetenschap",169644,673,29
2015,Schultz van Haegen-Maas Geesteranus,Melanie,Schultz,,minister van Infrastructuur en Milieu,164308,514,16
2015,Asscher,Lodewijk,Asscher,PvdA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",160396,716,37
2015,Schippers,Edith,Schippers,,"minister van Volksgezondheid, Welzijn en Sport",158510,783,27
2015,Dekker,Sander,Dekker,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",149927,664,29
2015,Koenders,Bert,Koenders,,minister van Buitenlandse Zaken,148734,489,18
2015,Dijksma,Sharon,Dijksma,PvdA,staatssecretaris van Economische Zaken,143596,666,23
2015,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,141139,977,84
2015,Van Veldhoven,Stientje,Veldhoven,D66,lid Tweede Kamer,120352,1098,74
2015,Dik-Faber,Carla,Dik,ChristenUnie,lid Tweede Kamer,119735,927,97
2015,Pechtold,Alexander,Pechtold,D66,lid Tweede Kamer,118929,1000,44
2015,Dijkhoff,Klaas,Dijkhoff,VVD,staatssecretaris van Veiligheid en Justitie,118332,553,40
2015,Wiebes,Eric,Wiebes,,minister van Economische Zaken en Klimaat,118318,598,20
2015,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,111571,867,62
2015,Hennis-Plasschaert,Jeanine,Hennis,,minister van Defensie,94010,407,18
2015,Blok,Stef,Blok,,minister van Buitenlandse Zaken,91478,520,24
2015,Van Tongeren,Liesbeth,Tongeren,GroenLinks,lid Tweede Kamer,90380,767,70
2015,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,89910,780,56
2015,Bisschop,Roelof,Bisschop,SGP,lid Tweede Kamer,85537,1168,79
2015,Leijten,Renske,Leijten,SP,lid Tweede Kamer,82798,683,53
2015,Smaling,Eric,Smaling,SP,lid Tweede Kamer,82462,623,74
2015,Grashoff,Rik,Grashoff,GroenLinks,lid Tweede Kamer,81610,633,47
2015,Van Haersma Buma,Sybrand,Haersma,CDA,lid Tweede Kamer,76541,668,35
2015,Plasterk,Ronald,Plasterk,,minister van Binnenlandse Zaken en Koninkrijksrelaties,76403,397,28
2015,Mansveld,Wilma,Mansveld,,staatssecretaris van Infrastructuur en Milieu,76083,479,26
2015,Segers,Gert-Jan,Segers,ChristenUnie,lid Tweede Kamer,74817,600,68
2015,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",73944,577,71
2015,Oskam,Peter,Oskam,CDA,Lid Tweede Kamer,73648,519,62
2015,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,73498,771,78
2015,Voortman,Linda,Voortman,GroenLinks,lid Tweede Kamer,70338,757,66
2015,Klijnsma,Jellejetta,Klijnsma,,staatssecretaris van Sociale Zaken en Werkgelegenheid,68415,518,24
2015,Zijlstra,Halbe,Zijlstra,VVD,lid Tweede Kamer,68188,490,18
2015,Van der Staaij,Kees,Staaij,SGP,lid Tweede Kamer,67368,450,71
2015,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,64754,563,64
2015,Dijkgraaf,Elbert,Dijkgraaf,SGP,lid Tweede Kamer,64140,595,75
2015,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,63402,554,58
2015,Verhoeven,Kees,Verhoeven,D66,lid Tweede Kamer,62409,428,49
2015,Gesthuizen,Sharon,Gesthuizen,SP,lid Tweede Kamer,62117,366,60
2015,Slob,Arie,Slob,ChristenUnie,minister voor Basis- en Voortgezet Onderwijs en Media,60979,426,44
2015,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,60435,317,48
2015,van Dijk,Jasper,Dijk,SP,lid Tweede Kamer,60194,628,58
2015,Samsom,Diederik,Samsom,PvdA,lid Tweede Kamer,59929,419,14
2015,Krol,Henk,Krol,50PLUS,lid Tweede Kamer,58231,482,84
2015,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,58223,418,54
2015,Vos,Jan,Vos,PvdA,lid Tweede Kamer,57931,529,57
2015,Klein,Norbert,Klein,Klein,Lid Tweede Kamer,56541,422,67
2015,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,56334,433,39
2015,Heerma,Pieter,Heerma,CDA,lid Tweede Kamer,56305,352,46
2015,Van Meenen,Paul,Meenen,D66,lid Tweede Kamer,56107,595,49
2015,Sjoerdsma,Sjoerd,Sjoerdsma,D66,lid Tweede Kamer,56018,420,49
2015,Bashir,Farshad,Bashir,SP,lid Tweede Kamer,55507,485,58
2015,Schouw,Gerard,Schouw,D66,Lid Tweede Kamer,54696,467,43
2015,Recourt,Jeroen,Recourt,PvdA,lid Tweede Kamer,54598,490,49
2015,Merkies,Arnold,Merkies,SP,Lid Tweede Kamer,54367,507,45
2015,Roemer,Emile,Roemer,SP,lid Tweede Kamer,54300,446,31
2015,Voordewind,Joel,Voordewind,ChristenUnie,lid Tweede Kamer,53758,505,59
2015,Ten Broeke,Han,Broeke,VVD,lid Tweede Kamer,52738,539,31
2015,Kuzu,Tunahan,Kuzu,DENK,lid Tweede Kamer,52032,508,74
2015,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,51882,1536,53
2015,Helder,Lilian,Helder,PVV,lid Tweede Kamer,50714,262,56
2015,Van Oosten,Foort,Oosten,VVD,lid Tweede Kamer,50585,369,42
2015,Knops,Raymond,Knops,CDA,lid Tweede Kamer,50235,381,35
2015,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,50045,406,47
2015,Nijboer,Henk,Nijboer,PvdA,lid Tweede Kamer,48962,328,41
2015,Graus,Dion,Graus,PVV,lid Tweede Kamer,48899,548,50
2015,Hachchi,Wassila,Hachchi,D66,Lid Tweede Kamer,48501,374,46
2015,Van Helvert,Martijn,Helvert,CDA,lid Tweede Kamer,47645,369,44
2015,Siderius,Tjitske,Siderius,SP,lid Tweede Kamer,47419,445,47
2015,Thieme,Marianne,Thieme,PvdD,lid Tweede Kamer,46668,394,60
2015,Van Dam,Martijn,Dam,PvdA,staatssecretaris van Economische Zaken,46519,285,18
2015,Van Raak,Ronald,Raak,SP,lid Tweede Kamer,46143,424,49
2015,Karabulut,Sadet,Karabulut,SP,lid Tweede Kamer,45743,546,46
2015,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,45407,366,23
2015,Ploumen,Lilianne,Ploumen,PvdA,lid Tweede Kamer,44958,270,19
2015,Teeven,Fred,Teeven,VVD,staatssecretaris van Veiligheid en Justitie,44933,255,24
2015,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,43655,390,49
2015,Opstelten,Ivo,Opstelten,,minister van Veiligheid en Justitie,42656,271,13
2015,Van Bommel,Harry,Bommel,SP,lid Tweede Kamer,41472,314,36
2015,Veldman,Hayke,Veldman,VVD,lid Tweede Kamer,41071,238,19
2015,Arib,Khadija,Arib,PvdA,lid Tweede Kamer,39329,2014,51
2015,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,37561,388,60
2015,Ulenbelt,Paul,Ulenbelt,SP,Lid Tweede Kamer,36824,381,43
2015,Kooiman,Nine,Kooiman,SP,lid Tweede Kamer,36797,285,39
2015,Vermeij,Roos,Vermeij,PvdA,lid Tweede Kamer,36622,618,48
2015,Van Gerven,Henk,Gerven,SP,lid Tweede Kamer,36066,377,49
2015,Ypma,Loes,Ypma,PvdA,lid Tweede Kamer,35927,303,32
2015,Bosman,André,Bosman,VVD,lid Tweede Kamer,35760,305,45
2015,Rog,Michel,Rog,CDA,lid Tweede Kamer,35724,310,46
2015,Klever,Reinette,Klever,PVV,minister voor Buitenlandse Handel en Ontwikkelingshulp,35661,342,45
2015,Servaes,Michiel,Servaes,PvdA,lid Tweede Kamer,35650,199,30
2015,de Vries,Albert,Vries,PvdA,lid Tweede Kamer,35503,230,29
2015,Beertema,Harm,Beertema,PVV,lid Tweede Kamer,34851,255,45
2015,Berndsen-Jansen,Magda,Berndsen,D66,Lid Tweede Kamer,34541,540,47
2015,Visser,Barbara,Visser,VVD,staatssecretaris van Defensie,33991,248,40
2015,Lodders,Helma,Lodders,VVD,lid Tweede Kamer,33897,441,45
2015,Eijsink,Angelien,Eijsink,PvdA,lid Tweede Kamer,33609,164,18
2015,Geurts,Jaco,Geurts,CDA,lid Tweede Kamer,33291,391,64
2015,Van Laar,Roelof,Laar,PvdA,lid Tweede Kamer,31876,190,21
2015,Groot,Ed,Groot,PvdA,lid Tweede Kamer,30804,256,31
2015,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,30554,235,36
2015,Duisenberg,Pieter,Duisenberg,VVD,lid Tweede Kamer,30533,333,29
2015,Van Toorenburg,Madeleine,Toorenburg,CDA,lid Tweede Kamer,30175,277,36
2015,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,29678,241,38
